stop_id,stop_code,stop_lat,stop_lon,stop_name,stop_url
CANAR_01,77A,48.55016403398257,7.745970189571381,Canardière,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=77A
CANAR_02,77B,48.54999890979726,7.746470421552658,Canardière,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=77B
CAPUC_01,79A,48.57803566304614,7.704870700836182,Capucins,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=79A
CAPUC_02,79B,48.57805873216225,7.705836296081543,Capucins,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=79B
CATHE_01,80A,48.59721222441197,7.704862654209137,Catherine,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=80A
CATHE_02,80B,48.59668449398047,7.70597442984581,Catherine,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=80B
CERIS_01,81A,48.534764330057776,7.642883509397507,Cerisiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=81A
CERIS_02,81B,48.534535216991515,7.642644792795181,Cerisiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=81B
CESPO_01,82A,48.491251559886926,7.683792561292648,Centre Sportif,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=82A
CESPO_02,82B,48.49129599967186,7.684157341718674,Centre Sportif,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=82B
CETRA_01,83A,48.53752692575405,7.72818848490715,Centre de Traumatologie,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=83A
CETRA_02,83B,48.53751094202738,7.727968543767929,Centre de Traumatologie,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=83B
CHARM_01,85A,48.57986518871997,7.717294692993164,Charmille,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=85A
CHARM_02,85B,48.57973920022909,7.716862857341766,Charmille,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=85B
CHATE_01,86A,48.52390163174135,7.7213649451732635,Chateaubriand,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=86A
CHATE_02,86B,48.523691122299574,7.721453458070755,Chateaubriand,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=86B
CHBLA_01,87A,48.613595732988436,7.751868367195129,Cheval Blanc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=87A
CHBLA_02,87B,48.61440612420964,7.7523887157440186,Cheval Blanc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=87B
CHBLA_03,87C,48.614039055836976,7.75260865688324,Cheval Blanc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=87C
CHBLA_04,87D,48.614049695537524,7.751664519309998,Cheval Blanc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=87D
CHEAU_01,88A,48.67312306222499,7.703966796398163,Château d'Eau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=88A
CHEAU_02,88B,48.672508449484326,7.703956067562103,Château d'Eau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=88B
CHERB_01,90A,48.53353705339586,7.782756686210632,Cherbourg,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=90A
CHERB_02,90B,48.533494426754366,7.78293639421463,Cherbourg,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=90B
CHMAN_01,91A,48.601540292869174,7.710467129945755,Champ de Manoeuvre,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=91A
CHMAN_02,91B,48.60164139495383,7.71052211523056,Champ de Manoeuvre,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=91B
CHMET_01,92A,48.61650297328677,7.720550894737244,Chambre de Métiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=92A
CHMET_02,92B,48.61572276054816,7.721049785614014,Chambre de Métiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=92B
CHMET_03,92C,48.615072869596354,7.718638479709625,Chambre des Métiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=92C
CHMET_04,92D,48.615501107002636,7.719487398862839,Chambre des Métiers,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=92D
CHOPI_01,93A,48.525194868860126,7.683040201663971,Chopin,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=93A
CHOPI_02,93B,48.525493303505755,7.683836817741394,Chopin,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=93B
CHPEG_01,94A,48.58916972410172,7.693052887916565,Charles Peguy,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=94A
CHPEG_02,94B,48.58907924201765,7.693173587322235,Charles Peguy,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=94B
CHUUU_01,95A,48.59462318818295,7.703931927680969,C.H.U.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=95A
CHUUU_02,95B,48.59449280155434,7.70390510559082,C.H.U.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=95B
CIADM_01,96A,48.57839412043067,7.760513126850128,Cité Administrative,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=96A
CIADM_02,96B,48.57795935743315,7.761832773685455,Cité Administrative,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=96B
CICEN_01,97A,48.591010378384766,7.731081247329712,Cimetière Central,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=97A
CICEN_02,97B,48.59098243642337,7.7327945083379745,Cimetière Central,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=97B
CICER_01,98A,48.58234481692161,7.703505739881166,Cicéron,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=98A
CICER_02,98B,48.5823955389647,7.7035000920295715,Cicéron,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=98B
CIILL_01,99A,48.61294226801199,7.7736009657382965,Cité de l'Ill,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=99A
CIILL_02,99B,48.61289793493925,7.773362249135971,Cité de l'Ill,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=99B
CIMEI_01,100A,48.54798186550604,7.756379842758179,Cité Meinau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=100A
CIMEI_02,100B,48.54810526973243,7.75559663772583,Cité Meinau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=100B
CIMET_01,110A,48.55111038047902,7.680289596319199,Cimetière,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=110A
CIMET_02,110B,48.55145748812524,7.680290937423706,Cimetière,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=110B
CINOR_01,111A,48.60912238765363,7.779778093099594,Cimetière Nord,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=111A
CINOR_02,111B,48.60897075691324,7.779582291841507,Cimetière Nord,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=111B
CIRUS_01,112A,48.559158049146575,7.6890429854393005,Cité Russi,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=112A
CIRUS_02,112B,48.55935953512239,7.6896800100803375,Cité Russi,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=112B
CISUD_01,113A,48.545879508424896,7.75684118270874,Cimetière Sud,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=113A
CISUD_02,113B,48.54593129386926,7.755920725719875,Cimetière Sud,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=113B
CIUNI_01,114A,48.60215251397928,7.775597411053127,Cité Universitaire,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=114A
CIUNI_02,114B,48.60183650366789,7.775416821241379,Cité Universitaire,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=114B
CLEME_01,115A,48.59215731603799,7.754644453525543,Clémenceau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=115A
CLEME_02,115B,48.59196749211445,7.754703462123871,Clémenceau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=115B
CLORA_01,116A,48.5879490893966,7.765330374240875,Clinique de l'Orangerie,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=116A
CLORA_02,116B,48.587663442425026,7.764616906642914,Clinique de l'Orangerie,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=116B
CLSTA_01,117A,48.61540801222332,7.785353064537048,Clinique Sainte Anne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=117A
CLSTA_02,117B,48.615342402466176,7.786053121089935,Clinique Sainte Anne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=117B
CMCOO_01,118A,48.600940771086506,7.749650180339813,C.M.C.O.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=118A
CMCOO_02,118B,48.60089021936831,7.749773561954498,C.M.C.O.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=118B
COBOI_01,119A,48.530714737037144,7.7738262712955475,Coucou des Bois,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=119A
COCHA_01,120A,48.51318852176994,7.712274938821793,Cor de chasse,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=120A
COCHA_02,120B,48.51350657209139,7.712409049272537,Cor de chasse,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=120B
COEHO_01,121A,48.61045068894384,7.786045074462891,Coehorn,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=121A
COEHO_02,121B,48.610645763627325,7.786291837692261,Coehorn,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=121B
COEUR_01,453A,48.59397770888626,7.772223259593943,Conseil de l'Europe,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=453A
COEUR_02,453B,48.59395705976626,7.771984934806824,Conseil de l'Europe,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=453B
COFON_01,122A,48.51694280970116,7.650672644376755,Collège La Fontaine,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=122A
COFON_02,122B,48.516775800438545,7.6502783596515656,Collège La Fontaine,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=122B
COGAL_01,123A,48.55054044408971,7.687087655067444,Collège Galilée,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=123A
COGAL_02,123B,48.55049428073665,7.687106430530548,Collège Galilée,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=123B
COGAL_03,123C,48.55124354226166,7.685867249965668,Collège Galilée,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=123C
COGAL_04,123D,48.55103048324125,7.687143981456757,Collège Galilée,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=123D
COLEC_01,124A,48.60831900556383,7.731393724679947,Collège Leclerc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=124A
COLEC_02,124B,48.608717151265466,7.731703519821167,Collège Leclerc,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=124B
COLLE_01,126A,48.64264819675877,7.708102762699127,Collège,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=126A
COLLE_02,126B,48.64262604327198,7.708546668291092,Collège,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=126B
COLOM_01,127A,48.530224501168426,7.768475264310837,Colombes,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=127A
COLON_01,128A,48.53845397326563,7.733259201049805,Colonne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=128A
COLON_02,128B,48.53814051944537,7.733107656240463,Colonne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=128B
COLON_03,128C,48.53794782873989,7.733591794967651,Colonne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=128C
COLON_04,128D,48.53816804662914,7.733556926250458,Colonne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=128D
COOPE_01,129A,48.57473400905336,7.793071120977402,Coopérative,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=129A
COOPE_02,129B,48.57481830550861,7.792269140481949,Coopérative,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=129B
COPER_01,130A,48.60092746800768,7.715376913547516,Copernic,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=130A
COPER_02,130B,48.600900861839506,7.715578079223633,Copernic,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=130B
COQUI_01,131A,48.58740972978577,7.782298028469086,Conseil des Quinze,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=131A
COQUI_02,131B,48.58736005163735,7.782373130321503,Conseil des Quinze,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=131B
CORBE_01,132A,48.57961321142417,7.751412391662598,Corbeau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=132A
CORBE_02,132B,48.57949432029213,7.751397639513016,Corbeau,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=132B
COREU_02,133A,48.54420856943481,7.781414240598679,Neuhof Corps Européen,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=133A
COREU_03,133B,48.54393421764382,7.781178206205368,Neuhof Corps Européen,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=133B
COURO_01,134A,48.58684729932361,7.6523396372795105,Couronne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=134A
COURO_02,134B,48.58679407214175,7.652299404144287,Couronne,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=134B
CRAMM_01,135A,48.5001849511034,7.717667520046234,C.R.A.M.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=135A
CRAMM_02,135B,48.50013340998671,7.717723846435547,C.R.A.M.,http://applis.cts-strasbourg.fr/CTS_FicheHorairev3/ResultatsFiches.aspx?arret=135B
